거래금액,거래유형,건축년도,년,대지면적,동리명,연면적,월,일,주택유형,중개사소재지,지번,법정동시군구코드,해제사유발생일,해제여부,시도명,시군구명,주소,법정동코드,법정동읍면동코드,lon,lat
64000,중개거래,1936,2022,49.6,창성동,19.83,10,15,단독,서울 종로구,9*,11110, , ,서울특별시,종로구,서울특별시 종로구 창성동,1111010500.0,10500.0,126.972462474485,37.580545072399
95000,중개거래,1970,2022,73.1,통의동,29.09,10,22,단독,서울 종로구,2*,11110, , ,서울특별시,종로구,서울특별시 종로구 통의동,1111010600.0,10600.0,126.972852824323,37.5780584194585
220000,중개거래,2013,2022,126.9,가회동,70.77,10,4,단독,"서울 서초구, 서울 종로구",3*,11110, , ,서울특별시,종로구,서울특별시 종로구 가회동,1111014600.0,14600.0,126.984784487479,37.5800968068428
115200,중개거래,1970,2022,105.8,계동,53.95,10,14,단독,서울 종로구,7*,11110, , ,서울특별시,종로구,서울특별시 종로구 계동,1111014800.0,14800.0,126.986903381874,37.5824324365828
16500,중개거래,1970,2022,23.1,계동,19.83,10,29,단독,서울 종로구,*,11110, , ,서울특별시,종로구,서울특별시 종로구 계동,1111014800.0,14800.0,126.986903381874,37.5824324365828
35000,중개거래,1959,2022,36.4,종로5가,52.9,10,20,단독,서울 종로구,4**,11110, , ,서울특별시,종로구,서울특별시 종로구 종로5가,1111016300.0,16300.0,127.003527196401,37.5706048556462
156000,중개거래,1960,2022,178.5,창신동,114.05,10,22,단독,서울 강남구,1**,11110, , ,서울특별시,종로구,서울특별시 종로구 창신동,1111017400.0,17400.0,127.012828195947,37.5752245135613
43500,중개거래,1970,2022,59.5,창신동,21.49,10,28,단독,서울 종로구,6**,11110, , ,서울특별시,종로구,서울특별시 종로구 창신동,1111017400.0,17400.0,127.012828195947,37.5752245135613
112000,중개거래,1965,2022,110.0,숭인동,56.1,10,18,단독,서울 성북구,4**,11110, , ,서울특별시,종로구,서울특별시 종로구 숭인동,1111017500.0,17500.0,127.019597569646,37.5745280159937
50000,중개거래,1938,2022,79.0,숭인동,29.75,10,18,단독,서울 성북구,4**,11110, , ,서울특별시,종로구,서울특별시 종로구 숭인동,1111017500.0,17500.0,127.019597569646,37.5745280159937
119500,중개거래,1989,2022,340.0,평창동,209.34,10,10,단독,서울 종로구,4**,11110, , ,서울특별시,종로구,서울특별시 종로구 평창동,1111018300.0,18300.0,126.968357810931,37.6063916960376
120000,중개거래,1989,2022,340.0,평창동,209.34,10,10,단독,서울 종로구,4**,11110,22.11.10,O,서울특별시,종로구,서울특별시 종로구 평창동,1111018300.0,18300.0,126.968357810931,37.6063916960376
175000,중개거래,1970,2022,317.0,평창동,325.8,10,26,단독,서울 서초구,4**,11110, , ,서울특별시,종로구,서울특별시 종로구 평창동,1111018300.0,18300.0,126.968357810931,37.6063916960376
240000,중개거래,1989,2022,526.0,부암동,199.6,10,22,단독,서울 종로구,3**,11110, , ,서울특별시,종로구,서울특별시 종로구 부암동,1111018400.0,18400.0,126.964061015983,37.5924142953538
96091,중개거래,1990,2022,63.1,광희동1가,54.55,10,25,단독,서울 중구,1**,11140, , ,서울특별시,중구,서울특별시 중구 광희동1가,1114014500.0,14500.0,127.006451724415,37.5652239855073
160000,중개거래,1945,2022,92.2,광희동1가,149.09,10,28,단독,서울 중구,1**,11140, , ,서울특별시,중구,서울특별시 중구 광희동1가,1114014500.0,14500.0,127.006451724415,37.5652239855073
120124,직거래,1964,2022,52.25,을지로3가,114.05,10,14,단독, ,1**,11140, , ,서울특별시,중구,서울특별시 중구 을지로3가,1114015500.0,15500.0,126.992696980394,37.5664564985185
132000,중개거래,1991,2022,120.7,후암동,190.62,10,6,다가구,서울 용산구,3**,11170, , ,서울특별시,용산구,서울특별시 용산구 후암동,1117010100.0,10100.0,126.978150463736,37.5486798277288
160000,중개거래,1987,2022,132.2,후암동,200.16,10,18,단독,서울 용산구,3**,11170, , ,서울특별시,용산구,서울특별시 용산구 후암동,1117010100.0,10100.0,126.978150463736,37.5486798277288
167000,중개거래,1996,2022,100.2,용산동2가,160.71,10,6,다가구,서울 용산구,*,11170, , ,서울특별시,용산구,서울특별시 용산구 용산동2가,1117010200.0,10200.0,126.982945593811,37.5419195197565
273000,중개거래,2006,2022,150.3,용산동2가,219.2,10,12,다가구,서울 용산구,4*,11170, , ,서울특별시,용산구,서울특별시 용산구 용산동2가,1117010200.0,10200.0,126.982945593811,37.5419195197565
487000,중개거래,1968,2022,246.9,용산동2가,326.31,10,13,단독,서울 용산구,*,11170, , ,서울특별시,용산구,서울특별시 용산구 용산동2가,1117010200.0,10200.0,126.982945593811,37.5419195197565
183500,중개거래,1983,2022,121.3,용산동2가,166.86,10,17,단독,서울 용산구,*,11170, , ,서울특별시,용산구,서울특별시 용산구 용산동2가,1117010200.0,10200.0,126.982945593811,37.5419195197565
90000,중개거래,1993,2022,59.2,효창동,142.76,10,8,다가구,"서울 마포구, 서울 용산구",*,11170, , ,서울특별시,용산구,서울특별시 용산구 효창동,1117011900.0,11900.0,126.9618988792,37.5424588083351
240000,중개거래,1974,2022,171.9,용문동,232.77,10,1,다가구,서울 용산구,3*,11170, , ,서울특별시,용산구,서울특별시 용산구 용문동,1117012100.0,12100.0,126.959891817892,37.537700864015
505000,중개거래,1997,2022,272.1,용문동,397.47,10,26,단독,서울 용산구,3*,11170, , ,서울특별시,용산구,서울특별시 용산구 용문동,1117012100.0,12100.0,126.959891817892,37.537700864015
187484,중개거래,2006,2022,119.0,이태원동,183.23,10,8,다가구,서울 용산구,2**,11170, , ,서울특별시,용산구,서울특별시 용산구 이태원동,1117013000.0,13000.0,126.991527297365,37.5402662116136
118500,직거래,1993,2022,59.0,이태원동,68.85,10,27,다가구, ,2*,11170,22.11.09,O,서울특별시,용산구,서울특별시 용산구 이태원동,1117013000.0,13000.0,126.991527297365,37.5402662116136
450000,중개거래,1996,2022,184.1,한남동,260.46,10,25,다가구,서울 용산구,6**,11170, , ,서울특별시,용산구,서울특별시 용산구 한남동,1117013100.0,13100.0,127.000552132438,37.53462985578
340000,중개거래,1988,2022,165.0,보광동,198.75,10,17,단독,서울 용산구,*,11170, , ,서울특별시,용산구,서울특별시 용산구 보광동,1117013600.0,13600.0,127.000171956489,37.526272167319
30000,직거래,1967,2022,83.0,마장동,36.73,10,26,단독, ,3**,11200, , ,서울특별시,성동구,서울특별시 성동구 마장동,1120010500.0,10500.0,127.045325760782,37.5663795479871
41800,중개거래,1982,2022,13.2,금호동3가,22.68,10,26,단독,"서울 성동구, 서울 용산구",1*,11200, , ,서울특별시,성동구,서울특별시 성동구 금호동3가,1120011100.0,11100.0,127.020166005976,37.5499307132641
301411,중개거래,1993,2022,106.0,성수동1가,206.48,10,7,다가구,서울 성동구,6**,11200, , ,서울특별시,성동구,서울특별시 성동구 성수동1가,1120011400.0,11400.0,127.043351028535,37.5417253860377
325000,중개거래,1992,2022,119.0,성수동1가,197.88,10,29,단독,서울 강남구,6**,11200, , ,서울특별시,성동구,서울특별시 성동구 성수동1가,1120011400.0,11400.0,127.043351028535,37.5417253860377
483000,중개거래,1991,2022,132.9,성수동2가,377.35,10,18,단독,서울 강남구,2**,11200, , ,서울특별시,성동구,서울특별시 성동구 성수동2가,1120011500.0,11500.0,127.057019282187,37.5409627375216
115000,중개거래,1974,2022,99.0,송정동,108.71,10,5,단독,서울 강남구,7*,11200, , ,서울특별시,성동구,서울특별시 성동구 송정동,1120011800.0,11800.0,127.069569072089,37.5545322586261
165000,중개거래,1996,2022,208.3,중곡동,361.82,10,4,다가구,"서울 광진구, 서울 성동구",3*,11215, , ,서울특별시,광진구,서울특별시 광진구 중곡동,1121510100.0,10100.0,127.090401426965,37.5617477458585
146000,중개거래,1990,2022,166.0,중곡동,244.8,10,18,단독,서울 광진구,2**,11215, , ,서울특별시,광진구,서울특별시 광진구 중곡동,1121510100.0,10100.0,127.090401426965,37.5617477458585
120000,중개거래,1989,2022,154.7,구의동,241.66,10,6,단독,서울 광진구,2**,11215, , ,서울특별시,광진구,서울특별시 광진구 구의동,1121510300.0,10300.0,127.093135225891,37.5502741239803
160000,직거래,1977,2022,166.9,구의동,186.12,10,26,단독, ,2**,11215, , ,서울특별시,광진구,서울특별시 광진구 구의동,1121510300.0,10300.0,127.093135225891,37.5502741239803
263200,중개거래,1991,2022,133.8,자양동,331.18,10,5,단독,서울 광진구,6**,11215, , ,서울특별시,광진구,서울특별시 광진구 자양동,1121510500.0,10500.0,127.073018338792,37.5311077958689
263705,중개거래,1977,2022,134.1,자양동,163.37,10,6,단독,서울 광진구,6**,11215, , ,서울특별시,광진구,서울특별시 광진구 자양동,1121510500.0,10500.0,127.073018338792,37.5311077958689
360000,중개거래,1996,2022,183.1,자양동,416.37,10,7,다가구,서울 광진구,6**,11215, , ,서울특별시,광진구,서울특별시 광진구 자양동,1121510500.0,10500.0,127.073018338792,37.5311077958689
135000,중개거래,1990,2022,122.3,자양동,174.15,10,11,다가구,서울 광진구,7**,11215, , ,서울특별시,광진구,서울특별시 광진구 자양동,1121510500.0,10500.0,127.073018338792,37.5311077958689
119250,중개거래,1990,2022,104.1,자양동,163.96,10,13,단독,서울 광진구,7**,11215, , ,서울특별시,광진구,서울특별시 광진구 자양동,1121510500.0,10500.0,127.073018338792,37.5311077958689
216450,중개거래,1977,2022,110.1,자양동,71.73,10,21,단독,서울 광진구,6**,11215, , ,서울특별시,광진구,서울특별시 광진구 자양동,1121510500.0,10500.0,127.073018338792,37.5311077958689
270400,중개거래,1994,2022,137.5,자양동,119.9,10,21,다가구,서울 광진구,6**,11215, , ,서울특별시,광진구,서울특별시 광진구 자양동,1121510500.0,10500.0,127.073018338792,37.5311077958689
220000,중개거래,1991,2022,94.9,화양동,168.48,10,19,다가구,서울 강남구,*,11215, , ,서울특별시,광진구,서울특별시 광진구 화양동,1121510700.0,10700.0,127.071367614735,37.5464762611364
60000,중개거래,1991,2022,79.0,전농동,121.68,10,17,단독,서울 동대문구,1**,11230, , ,서울특별시,동대문구,서울특별시 동대문구 전농동,1123010400.0,10400.0,127.053978285554,37.5793286114287
66500,중개거래,1974,2022,116.0,장안동,145.81,10,12,단독,서울 성동구,1**,11230, , ,서울특별시,동대문구,서울특별시 동대문구 장안동,1123010600.0,10600.0,127.071439570463,37.5696967138507
25000,중개거래,1985,2022,63.0,휘경동,39.28,10,12,단독,서울 동대문구,3**,11230, , ,서울특별시,동대문구,서울특별시 동대문구 휘경동,1123010900.0,10900.0,127.065730507228,37.5908553624268
43800,직거래,1987,2022,96.2,면목동,141.24,10,19,단독, ,8*,11260, , ,서울특별시,중랑구,서울특별시 중랑구 면목동,1126010100.0,10100.0,127.087661590766,37.5803715762431
160000,중개거래,1989,2022,135.5,묵동,336.16,10,25,단독,서울 서초구,2**,11260, , ,서울특별시,중랑구,서울특별시 중랑구 묵동,1126010400.0,10400.0,127.079182031593,37.6123807746798
175700,중개거래,1979,2022,176.0,망우동,154.88,10,2,단독,서울 중랑구,4**,11260, , ,서울특별시,중랑구,서울특별시 중랑구 망우동,1126010500.0,10500.0,127.103962394815,37.5955130359785
168000,중개거래,1990,2022,185.0,망우동,306.32,10,4,단독,서울 중랑구,4**,11260, , ,서울특별시,중랑구,서울특별시 중랑구 망우동,1126010500.0,10500.0,127.103962394815,37.5955130359785
75000,중개거래,1994,2022,99.2,망우동,191.87,10,5,다가구,서울 중랑구,5**,11260, , ,서울특별시,중랑구,서울특별시 중랑구 망우동,1126010500.0,10500.0,127.103962394815,37.5955130359785
290000,중개거래,1970,2022,380.0,성북동,446.55,10,11,단독,서울 성북구,*,11290, , ,서울특별시,성북구,서울특별시 성북구 성북동,1129010100.0,10100.0,127.003274531869,37.591046609396
282500,중개거래,1970,2022,380.0,성북동,446.55,10,11,단독,서울 성북구,*,11290,22.11.15,O,서울특별시,성북구,서울특별시 성북구 성북동,1129010100.0,10100.0,127.003274531869,37.591046609396
39300,중개거래,1970,2022,98.8,삼선동1가,43.97,10,18,단독,서울 성북구,1*,11290, , ,서울특별시,성북구,서울특별시 성북구 삼선동1가,1129011100.0,11100.0,127.008396217359,37.5846817438786
171900,중개거래,1980,2022,142.0,안암동5가,63.21,10,25,단독,서울 성북구,5*,11290, , ,서울특별시,성북구,서울특별시 성북구 안암동5가,1129012500.0,12500.0,127.029021378105,37.5883977734309
90000,중개거래,1939,2022,171.6,보문동5가,62.81,10,23,단독,서울 성북구,2**,11290, , ,서울특별시,성북구,서울특별시 성북구 보문동5가,1129012700.0,12700.0,127.020066071097,37.5823846059338
65000,중개거래,1991,2022,76.4,보문동6가,169.88,10,15,다가구,서울 성북구,1**,11290, , ,서울특별시,성북구,서울특별시 성북구 보문동6가,1129012800.0,12800.0,127.018842854522,37.5803846015947
85000,중개거래,1961,2022,268.0,정릉동,66.12,10,14,단독,서울 노원구,8**,11290, , ,서울특별시,성북구,서울특별시 성북구 정릉동,1129013300.0,13300.0,126.995482832879,37.6185808255471
70000,중개거래,1988,2022,135.2,길음동,187.83,10,20,다가구,서울 성북구,1***,11290, , ,서울특별시,성북구,서울특별시 성북구 길음동,1129013400.0,13400.0,127.023343590916,37.6076658267475
77500,중개거래,1968,2022,83.0,석관동,53.51,10,7,단독,서울 성북구,3**,11290,22.10.14,O,서울특별시,성북구,서울특별시 성북구 석관동,1129013900.0,13900.0,127.0614007785,37.6129860183722
39000,중개거래,1967,2022,53.0,석관동,43.5,10,11,단독,경기 성남분당구,3**,11290, , ,서울특별시,성북구,서울특별시 성북구 석관동,1129013900.0,13900.0,127.0614007785,37.6129860183722
84500,중개거래,1993,2022,112.0,석관동,171.15,10,20,다가구,서울 성북구,3**,11290, , ,서울특별시,성북구,서울특별시 성북구 석관동,1129013900.0,13900.0,127.0614007785,37.6129860183722
43500,중개거래,2010,2022,88.0,미아동,129.48,10,7,다가구,서울 강북구,8**,11305, , ,서울특별시,강북구,서울특별시 강북구 미아동,1130510100.0,10100.0,127.027060776679,37.6270831294022
100000,중개거래,1990,2022,128.9,미아동,254.07,10,10,단독,서울 강북구,1**,11305, , ,서울특별시,강북구,서울특별시 강북구 미아동,1130510100.0,10100.0,127.027060776679,37.6270831294022
13500,중개거래,2007,2022,49.3,미아동,45.18,10,31,다가구,서울 강북구,2**,11305, , ,서울특별시,강북구,서울특별시 강북구 미아동,1130510100.0,10100.0,127.027060776679,37.6270831294022
100000,중개거래,1975,2022,123.0,수유동,136.49,10,11,단독,서울 강북구,5*,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
44500,중개거래,1971,2022,109.0,수유동,71.24,10,11,다가구,서울 강북구,4**,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
21500,중개거래,1971,2022,83.0,수유동,52.66,10,11,단독,서울 강북구,4**,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
75000,중개거래,1990,2022,112.0,수유동,166.21,10,14,다가구,서울 성북구,4**,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
45000,중개거래,1971,2022,112.0,수유동,127.12,10,14,단독,서울 성북구,4**,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
54300,중개거래,1972,2022,119.0,수유동,73.78,10,19,단독,서울 강북구,2**,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
35000,중개거래,1970,2022,84.6,수유동,66.61,10,25,단독,서울 강북구,5*,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
205000,중개거래,1991,2022,249.0,수유동,649.02,10,29,단독,서울 강북구,3**,11305, , ,서울특별시,강북구,서울특별시 강북구 수유동,1130510300.0,10300.0,127.022094520762,37.6424621841483
39000,직거래,1993,2022,89.0,중계동,176.02,10,26,다가구, ,1**,11350, , ,서울특별시,노원구,서울특별시 노원구 중계동,1135010600.0,10600.0,127.077488598779,37.6525550467648
22000,중개거래,1991,2022,20.22,불광동,373.32,10,19,다가구,서울 은평구,4**,11380, , ,서울특별시,은평구,서울특별시 은평구 불광동,1138010300.0,10300.0,126.937059476367,37.6176523268171
30000,중개거래,1991,2022,21.59,불광동,40.02,10,20,다가구,서울 은평구,4**,11380, , ,서울특별시,은평구,서울특별시 은평구 불광동,1138010300.0,10300.0,126.937059476367,37.6176523268171
65000,중개거래,1977,2022,162.0,응암동,110.08,10,29,단독,"서울 서대문구, 서울 은평구",1**,11380, , ,서울특별시,은평구,서울특별시 은평구 응암동,1138010700.0,10700.0,126.924109745075,37.5963272964127
100000,중개거래,1972,2022,156.4,역촌동,65.98,10,20,단독,서울 은평구,1*,11380, , ,서울특별시,은평구,서울특별시 은평구 역촌동,1138010800.0,10800.0,126.915123289569,37.6043976551681
530000,직거래,1993,2022,351.0,창천동,1085.1,10,24,단독, ,*,11410, , ,서울특별시,서대문구,서울특별시 서대문구 창천동,1141011600.0,11600.0,126.934193637741,37.5586862112856
208000,중개거래,1995,2022,234.0,연희동,410.29,10,17,다가구,서울 서초구,1**,11410, , ,서울특별시,서대문구,서울특별시 서대문구 연희동,1141011700.0,11700.0,126.935230751932,37.573910010416
30000,중개거래,1975,2022,119.0,홍은동,93.06,10,5,단독,서울 서대문구,2**,11410, , ,서울특별시,서대문구,서울특별시 서대문구 홍은동,1141011800.0,11800.0,126.933218715152,37.5908908122789
131200,중개거래,1963,2022,246.0,홍은동,57.55,10,20,단독,서울 서대문구,*,11410, , ,서울특별시,서대문구,서울특별시 서대문구 홍은동,1141011800.0,11800.0,126.933218715152,37.5908908122789
39500,직거래,1990,2022,46.0,홍은동,23.14,10,20,단독, ,1*,11410, , ,서울특별시,서대문구,서울특별시 서대문구 홍은동,1141011800.0,11800.0,126.933218715152,37.5908908122789
125000,중개거래,1993,2022,98.4,신공덕동,144.0,10,8,다가구,"서울 마포구, 서울 용산구",*,11440, , ,서울특별시,마포구,서울특별시 마포구 신공덕동,1144010300.0,10300.0,126.95556152591,37.5437143887632
69900,중개거래,1961,2022,56.0,대흥동,40.33,10,24,단독,서울 마포구,5**,11440, , ,서울특별시,마포구,서울특별시 마포구 대흥동,1144010800.0,10800.0,126.943403941965,37.5498936438387
314600,직거래,1994,2022,165.0,신수동,274.23,10,20,다가구, ,9*,11440, , ,서울특별시,마포구,서울특별시 마포구 신수동,1144011100.0,11100.0,126.935226865858,37.5470206619263
311500,직거래,1967,2022,165.0,신수동,163.73,10,21,단독, ,9*,11440, , ,서울특별시,마포구,서울특별시 마포구 신수동,1144011100.0,11100.0,126.935226865858,37.5470206619263
160000,직거래,1989,2022,119.0,신수동,167.94,10,21,단독, ,9*,11440, , ,서울특별시,마포구,서울특별시 마포구 신수동,1144011100.0,11100.0,126.935226865858,37.5470206619263
270000,직거래,1978,2022,157.0,신수동,175.8,10,21,단독, ,9*,11440, , ,서울특별시,마포구,서울특별시 마포구 신수동,1144011100.0,11100.0,126.935226865858,37.5470206619263
330000,중개거래,2001,2022,125.6,서교동,248.26,10,11,다가구,서울 강남구,3**,11440, , ,서울특별시,마포구,서울특별시 마포구 서교동,1144012000.0,12000.0,126.914613374473,37.5550949138085
250000,중개거래,1969,2022,163.0,연남동,105.55,10,7,단독,"서울 강남구, 서울 서대문구",2**,11440, , ,서울특별시,마포구,서울특별시 마포구 연남동,1144012400.0,12400.0,126.922023205508,37.5644776141887
155000,중개거래,1970,2022,92.9,연남동,120.76,10,13,단독,서울 마포구,2**,11440, , ,서울특별시,마포구,서울특별시 마포구 연남동,1144012400.0,12400.0,126.922023205508,37.5644776141887
49500,직거래,1992,2022,135.3,신월동,229.86,10,4,다가구, ,1**,11470, , ,서울특별시,양천구,서울특별시 양천구 신월동,1147010300.0,10300.0,126.831535864977,37.5328158189362
51000,직거래,1992,2022,117.3,등촌동,147.72,10,5,다가구, ,6**,11500, , ,서울특별시,강서구,서울특별시 강서구 등촌동,1150010200.0,10200.0,126.843670821456,37.562237476114
235000,중개거래,1986,2022,223.8,화곡동,458.92,10,4,단독,서울 강서구,8**,11500, , ,서울특별시,강서구,서울특별시 강서구 화곡동,1150010300.0,10300.0,126.848952280488,37.5362848031695
126000,중개거래,1990,2022,138.9,화곡동,198.54,10,17,단독,서울 강서구,1***,11500, , ,서울특별시,강서구,서울특별시 강서구 화곡동,1150010300.0,10300.0,126.848952280488,37.5362848031695
270000,중개거래,1977,2022,206.0,화곡동,133.3,10,18,단독,서울 강서구,7**,11500, , ,서울특별시,강서구,서울특별시 강서구 화곡동,1150010300.0,10300.0,126.848952280488,37.5362848031695
57000,중개거래,1974,2022,105.8,가리봉동,114.8,10,20,단독,서울 구로구,1**,11530, , ,서울특별시,구로구,서울특별시 구로구 가리봉동,1153010300.0,10300.0,126.889718085071,37.4825327471338
60000,중개거래,1973,2022,110.4,가리봉동,120.59,10,20,단독,서울 구로구,1**,11530, , ,서울특별시,구로구,서울특별시 구로구 가리봉동,1153010300.0,10300.0,126.889718085071,37.4825327471338
125000,중개거래,1974,2022,165.0,개봉동,194.28,10,12,단독,서울 구로구,1**,11530, , ,서울특별시,구로구,서울특별시 구로구 개봉동,1153010700.0,10700.0,126.857746551058,37.4930115322775
38000,직거래,1971,2022,83.0,가산동,53.95,10,20,단독, ,3*,11545, , ,서울특별시,금천구,서울특별시 금천구 가산동,1154510100.0,10100.0,126.891779471155,37.4768763179226
56000,중개거래,1995,2022,128.3,독산동,221.34,10,1,다가구,서울 금천구,1***,11545, , ,서울특별시,금천구,서울특별시 금천구 독산동,1154510200.0,10200.0,126.899392976389,37.4681432491736
132500,중개거래,2004,2022,164.1,독산동,284.8,10,4,다가구,서울 금천구,1***,11545, , ,서울특별시,금천구,서울특별시 금천구 독산동,1154510200.0,10200.0,126.899392976389,37.4681432491736
280000,중개거래,2019,2022,257.4,독산동,482.74,10,8,다가구,서울 금천구,1***,11545, , ,서울특별시,금천구,서울특별시 금천구 독산동,1154510200.0,10200.0,126.899392976389,37.4681432491736
97600,중개거래,1991,2022,150.1,독산동,246.72,10,14,다가구,서울 금천구,9**,11545, , ,서울특별시,금천구,서울특별시 금천구 독산동,1154510200.0,10200.0,126.899392976389,37.4681432491736
100000,중개거래,1986,2022,165.5,시흥동,229.92,10,10,단독,서울 금천구,8**,11545, , ,서울특별시,금천구,서울특별시 금천구 시흥동,1154510300.0,10300.0,126.908452220723,37.4476688042388
100000,중개거래,2021,2022,143.0,시흥동,214.38,10,10,다가구,서울 금천구,1**,11545, , ,서울특별시,금천구,서울특별시 금천구 시흥동,1154510300.0,10300.0,126.908452220723,37.4476688042388
75000,중개거래,1986,2022,141.8,시흥동,211.29,10,11,단독,서울 금천구,8**,11545, , ,서울특별시,금천구,서울특별시 금천구 시흥동,1154510300.0,10300.0,126.908452220723,37.4476688042388
69500,중개거래,1985,2022,135.3,시흥동,187.2,10,11,단독,서울 금천구,8**,11545, , ,서울특별시,금천구,서울특별시 금천구 시흥동,1154510300.0,10300.0,126.908452220723,37.4476688042388
50000,중개거래,1983,2022,137.17,시흥동,204.84,10,11,다가구,서울 금천구,8**,11545, , ,서울특별시,금천구,서울특별시 금천구 시흥동,1154510300.0,10300.0,126.908452220723,37.4476688042388
108800,중개거래,1972,2022,142.1,시흥동,140.1,10,11,단독,서울 금천구,8**,11545, , ,서울특별시,금천구,서울특별시 금천구 시흥동,1154510300.0,10300.0,126.908452220723,37.4476688042388
312000,중개거래,1980,2022,216.3,당산동1가,420.83,10,14,단독,서울 영등포구,9*,11560, , ,서울특별시,영등포구,서울특별시 영등포구 당산동1가,1156011100.0,11100.0,126.898547402403,37.5216623144433
67600,중개거래,1991,2022,86.0,도림동,138.88,10,27,다가구,서울 영등포구,1**,11560, , ,서울특별시,영등포구,서울특별시 영등포구 도림동,1156011800.0,11800.0,126.895944463887,37.5094388403259
107600,직거래,1977,2022,129.3,신길동,144.79,10,4,단독, ,4**,11560, , ,서울특별시,영등포구,서울특별시 영등포구 신길동,1156013200.0,13200.0,126.91406973946,37.5041663202169
280000,중개거래,1974,2022,132.0,신길동,140.9,10,6,단독,서울 영등포구,4**,11560, , ,서울특별시,영등포구,서울특별시 영등포구 신길동,1156013200.0,13200.0,126.91406973946,37.5041663202169
185000,중개거래,1983,2022,219.0,신길동,279.9,10,11,단독,서울 영등포구,1**,11560, , ,서울특별시,영등포구,서울특별시 영등포구 신길동,1156013200.0,13200.0,126.91406973946,37.5041663202169
122400,직거래,1994,2022,119.0,신길동,142.5,10,20,단독, ,4**,11560, , ,서울특별시,영등포구,서울특별시 영등포구 신길동,1156013200.0,13200.0,126.91406973946,37.5041663202169
138500,중개거래,2002,2022,139.0,대림동,230.52,10,14,다가구,서울 영등포구,9**,11560, , ,서울특별시,영등포구,서울특별시 영등포구 대림동,1156013300.0,13300.0,126.902006335554,37.4925087229048
470000,중개거래,1994,2022,420.0,노량진동,465.73,10,4,다가구,서울 동작구,2**,11590, , ,서울특별시,동작구,서울특별시 동작구 노량진동,1159010100.0,10100.0,126.940393261193,37.510705811037
98500,중개거래,1961,2022,112.0,흑석동,38.54,10,5,단독,서울 동작구,1**,11590, , ,서울특별시,동작구,서울특별시 동작구 흑석동,1159010500.0,10500.0,126.966590753167,37.505775015354
60000,중개거래,1990,2022,112.0,흑석동,171.36,10,11,단독,서울 동작구,4*,11590, , ,서울특별시,동작구,서울특별시 동작구 흑석동,1159010500.0,10500.0,126.966590753167,37.505775015354
132500,중개거래,1993,2022,132.0,사당동,308.36,10,18,다가구,서울 동작구,4*,11590, , ,서울특별시,동작구,서울특별시 동작구 사당동,1159010700.0,10700.0,126.9731356614,37.483932674151
64000,중개거래,1995,2022,101.5,봉천동,152.48,10,1,다가구,서울 관악구,9**,11620, , ,서울특별시,관악구,서울특별시 관악구 봉천동,1162010100.0,10100.0,126.952165181187,37.482538491727
206500,중개거래,1978,2022,195.0,봉천동,225.47,10,12,단독,서울 관악구,6**,11620, , ,서울특별시,관악구,서울특별시 관악구 봉천동,1162010100.0,10100.0,126.952165181187,37.482538491727
40000,직거래,1968,2022,26.0,봉천동,46.28,10,19,단독, ,3*,11620, , ,서울특별시,관악구,서울특별시 관악구 봉천동,1162010100.0,10100.0,126.952165181187,37.482538491727
212000,중개거래,1997,2022,176.2,봉천동,422.4,10,26,다가구,서울 관악구,1***,11620, , ,서울특별시,관악구,서울특별시 관악구 봉천동,1162010100.0,10100.0,126.952165181187,37.482538491727
30000,중개거래,1970,2022,58.5,신림동,33.39,10,1,단독,서울 관악구,1***,11620, , ,서울특별시,관악구,서울특별시 관악구 신림동,1162010200.0,10200.0,126.927123713685,37.4874127684412
177000,중개거래,1976,2022,141.8,신림동,219.47,10,4,단독,서울 관악구,5**,11620, , ,서울특별시,관악구,서울특별시 관악구 신림동,1162010200.0,10200.0,126.927123713685,37.4874127684412
159000,중개거래,1982,2022,197.0,신림동,249.59,10,20,단독,"서울 관악구, 서울 금천구",1***,11620, , ,서울특별시,관악구,서울특별시 관악구 신림동,1162010200.0,10200.0,126.927123713685,37.4874127684412
208000,중개거래,1996,2022,212.0,신림동,433.23,10,31,다가구,서울 관악구,9*,11620, , ,서울특별시,관악구,서울특별시 관악구 신림동,1162010200.0,10200.0,126.927123713685,37.4874127684412
260000,중개거래,1989,2022,298.0,방배동,198.66,10,17,단독,"서울 광진구, 서울 서초구",2***,11650, , ,서울특별시,서초구,서울특별시 서초구 방배동,1165010100.0,10100.0,126.994486969319,37.483413014657
181508,직거래,1983,2022,204.0,방배동,260.26,10,26,단독, ,5**,11650, , ,서울특별시,서초구,서울특별시 서초구 방배동,1165010100.0,10100.0,126.994486969319,37.483413014657
