거래금액,거래유형,건축년도,전용면적,법정동,법정동코드,아파트,층,년,월,일,시도명,시군구명,동리명,lon,lat
32390,직거래,2022,84.8856,언양읍 어음리,3171025324,e편한세상울산역어반스퀘어,19,2022,10,11,울산광역시,울주군,어음리,129.138784860603,35.5570700993013
25324,중개거래,2022,59.9318,언양읍 어음리,3171025324,e편한세상울산역어반스퀘어,2,2022,10,13,울산광역시,울주군,어음리,129.138784860603,35.5570700993013
30763,직거래,2022,74.968,언양읍 어음리,3171025324,e편한세상울산역어반스퀘어,5,2022,10,14,울산광역시,울주군,어음리,129.138784860603,35.5570700993013
36500,직거래,2022,84.8763,언양읍 어음리,3171025324,e편한세상울산역어반스퀘어,13,2022,10,17,울산광역시,울주군,어음리,129.138784860603,35.5570700993013
25400,직거래,2022,59.9318,언양읍 어음리,3171025324,e편한세상울산역어반스퀘어,5,2022,10,24,울산광역시,울주군,어음리,129.138784860603,35.5570700993013
29000,직거래,2022,74.968,언양읍 어음리,3171025324,e편한세상울산역어반스퀘어,3,2022,10,26,울산광역시,울주군,어음리,129.138784860603,35.5570700993013
25824,직거래,2022,59.9318,언양읍 어음리,3171025324,e편한세상울산역어반스퀘어,8,2022,10,27,울산광역시,울주군,어음리,129.138784860603,35.5570700993013
11800,중개거래,1999,49.85,언양읍 동부리,3171025330,언양동부주공,7,2022,10,10,울산광역시,울주군,동부리,129.128119289221,35.5707393097313
11500,직거래,1999,49.85,언양읍 동부리,3171025330,언양동부주공,5,2022,10,17,울산광역시,울주군,동부리,129.128119289221,35.5707393097313
12700,중개거래,1999,49.85,언양읍 동부리,3171025330,언양동부주공,12,2022,10,20,울산광역시,울주군,동부리,129.128119289221,35.5707393097313
30000,직거래,2010,84.819,언양읍 동부리,3171025330,신울산경남아너스빌,10,2022,10,21,울산광역시,울주군,동부리,129.128119289221,35.5707393097313
27400,중개거래,2013,69.9926,언양읍 서부리,3171025331,서울산한신휴플러스,15,2022,10,3,울산광역시,울주군,서부리,129.116308505714,35.567014928564
34300,중개거래,2009,84.947,언양읍 서부리,3171025331,두산위브,14,2022,10,4,울산광역시,울주군,서부리,129.116308505714,35.567014928564
11800,중개거래,1996,59.91,언양읍 서부리,3171025331,삼성아파트,20,2022,10,6,울산광역시,울주군,서부리,129.116308505714,35.567014928564
44000,중개거래,2009,123.68,언양읍 서부리,3171025331,두산위브,9,2022,10,11,울산광역시,울주군,서부리,129.116308505714,35.567014928564
44800,중개거래,2009,123.68,언양읍 서부리,3171025331,두산위브,14,2022,10,12,울산광역시,울주군,서부리,129.116308505714,35.567014928564
4000,직거래,1981,42.72,언양읍 서부리,3171025331,언양맨션,5,2022,10,20,울산광역시,울주군,서부리,129.116308505714,35.567014928564
23500,중개거래,2015,84.3999,언양읍 서부리,3171025331,드림파크,5,2022,10,21,울산광역시,울주군,서부리,129.116308505714,35.567014928564
11000,중개거래,1996,59.91,언양읍 서부리,3171025331,삼성아파트,15,2022,10,23,울산광역시,울주군,서부리,129.116308505714,35.567014928564
34000,중개거래,2009,84.947,언양읍 서부리,3171025331,두산위브,7,2022,10,29,울산광역시,울주군,서부리,129.116308505714,35.567014928564
31000,중개거래,2017,74.1832,온양읍 발리,3171025621,울산온양서희스타힐스,12,2022,10,11,울산광역시,울주군,발리,129.293766088073,35.3958362461259
44500,중개거래,2012,125.9136,온양읍 발리,3171025621,여울목,14,2022,10,14,울산광역시,울주군,발리,129.293766088073,35.3958362461259
30400,중개거래,2012,84.93,온양읍 발리,3171025621,여울목,13,2022,10,18,울산광역시,울주군,발리,129.293766088073,35.3958362461259
31000,중개거래,2017,74.1832,온양읍 발리,3171025621,울산온양서희스타힐스,15,2022,10,18,울산광역시,울주군,발리,129.293766088073,35.3958362461259
31500,중개거래,2018,73.2358,온양읍 대안리,3171025622,울산온양일동미라주아파트,19,2022,10,3,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
9300,중개거래,1992,59.58,온양읍 대안리,3171025622,우주그린가든,14,2022,10,4,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
20800,중개거래,1993,84.86,온양읍 대안리,3171025622,대안IPARK,13,2022,10,5,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
30000,중개거래,2018,59.9463,온양읍 대안리,3171025622,울산온양일동미라주아파트,3,2022,10,5,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
34600,중개거래,2018,73.2358,온양읍 대안리,3171025622,울산온양일동미라주아파트,13,2022,10,6,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
11000,중개거래,1993,59.76,온양읍 대안리,3171025622,미도파,3,2022,10,11,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
9500,직거래,1990,66.33,온양읍 대안리,3171025622,대경,4,2022,10,12,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
35100,중개거래,2018,73.2358,온양읍 대안리,3171025622,울산온양일동미라주아파트,9,2022,10,12,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
8800,중개거래,1993,49.14,온양읍 대안리,3171025622,솔베이사택,1,2022,10,14,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
11000,직거래,1990,74.79,온양읍 대안리,3171025622,대경,4,2022,10,25,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
28100,중개거래,2018,59.9463,온양읍 대안리,3171025622,울산온양일동미라주아파트,18,2022,10,26,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
7200,중개거래,1992,59.58,온양읍 대안리,3171025622,우주그린가든,14,2022,10,29,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
7500,중개거래,1993,58.59,온양읍 대안리,3171025622,한그린,7,2022,10,31,울산광역시,울주군,대안리,129.282408024212,35.4062517854706
7550,중개거래,2000,45.073,온양읍 망양리,3171025623,회야리버,14,2022,10,2,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
6500,중개거래,2000,39.715,온양읍 망양리,3171025623,회야리버,14,2022,10,3,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
26000,중개거래,2018,59.9889,온양읍 망양리,3171025623,e편한세상울산온양,11,2022,10,4,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
9700,중개거래,1997,66.24,온양읍 망양리,3171025623,성우빌리지,14,2022,10,5,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
6800,중개거래,2000,39.715,온양읍 망양리,3171025623,회야리버,9,2022,10,11,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
31900,중개거래,2018,74.9934,온양읍 망양리,3171025623,e편한세상울산온양,16,2022,10,13,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
25000,중개거래,2018,59.9889,온양읍 망양리,3171025623,e편한세상울산온양,3,2022,10,23,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
30500,중개거래,2018,74.9934,온양읍 망양리,3171025623,e편한세상울산온양,13,2022,10,23,울산광역시,울주군,망양리,129.28640480714,35.4510788904703
8900,중개거래,1994,59.95,온양읍 운화리,3171025629,영원,7,2022,10,14,울산광역시,울주군,운화리,129.242214560266,35.3996159975849
13500,중개거래,1998,59.58,범서읍 천상리,3171025922,한라그린피스,6,2022,10,1,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
13500,중개거래,1998,59.58,범서읍 천상리,3171025922,한라그린피스,6,2022,10,1,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
53000,중개거래,2014,126.24,범서읍 천상리,3171025922,문수애시앙1단지,19,2022,10,6,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
15000,중개거래,1998,59.67,범서읍 천상리,3171025922,천상동아,9,2022,10,11,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
15500,중개거래,1998,59.84,범서읍 천상리,3171025922,청구(천상그린타운)1차,19,2022,10,12,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
9800,중개거래,2000,59.82,범서읍 천상리,3171025922,청구(천상그린타운)2차,5,2022,10,15,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
16000,직거래,1998,84.86,범서읍 천상리,3171025922,청구(천상그린타운)1차,10,2022,10,20,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
17500,중개거래,2004,80.1454,범서읍 천상리,3171025922,대승이너블,3,2022,10,20,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
22400,중개거래,1999,84.85,범서읍 천상리,3171025922,그린코아,20,2022,10,21,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
24800,중개거래,1999,84.99,범서읍 천상리,3171025922,벽산,8,2022,10,22,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
9800,중개거래,1998,59.84,범서읍 천상리,3171025922,청구(천상그린타운)1차,1,2022,10,28,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
12500,중개거래,2001,49.936,범서읍 천상리,3171025922,천상국태그린빌,10,2022,10,28,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
12500,중개거래,2001,59.961,범서읍 천상리,3171025922,경동태원하이빌,14,2022,10,30,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
11900,중개거래,2001,49.936,범서읍 천상리,3171025922,천상국태그린빌,14,2022,10,31,울산광역시,울주군,천상리,129.222492585436,35.5535442680514
50000,중개거래,2014,84.9,범서읍 굴화리,3171025924,문수산 더샵,26,2022,10,2,울산광역시,울주군,굴화리,129.241241964465,35.5494305499793
44000,중개거래,2014,84.6478,범서읍 굴화리,3171025924,문수산푸르지오,4,2022,10,16,울산광역시,울주군,굴화리,129.241241964465,35.5494305499793
32300,중개거래,2002,59.06,범서읍 굴화리,3171025924,강변그린빌(6-1),2,2022,10,17,울산광역시,울주군,굴화리,129.241241964465,35.5494305499793
50000,중개거래,2014,84.6478,범서읍 굴화리,3171025924,문수산푸르지오,12,2022,10,18,울산광역시,울주군,굴화리,129.241241964465,35.5494305499793
45000,중개거래,2014,84.73,범서읍 굴화리,3171025924,문수산 더샵,7,2022,10,19,울산광역시,울주군,굴화리,129.241241964465,35.5494305499793
20000,직거래,1991,81.42,범서읍 구영리,3171025927,구영현대아이파크,9,2022,10,4,울산광역시,울주군,구영리,129.250380682939,35.581619570833
31500,중개거래,2019,84.8241,범서읍 구영리,3171025927,구영더라이징,8,2022,10,4,울산광역시,울주군,구영리,129.250380682939,35.581619570833
36000,중개거래,2007,71.94,범서읍 구영리,3171025927,구영2차푸르지오,14,2022,10,4,울산광역시,울주군,구영리,129.250380682939,35.581619570833
39900,중개거래,2007,74.9978,범서읍 구영리,3171025927,구영2차우미린,9,2022,10,6,울산광역시,울주군,구영리,129.250380682939,35.581619570833
12700,직거래,1994,57.9,범서읍 구영리,3171025927,한신,5,2022,10,7,울산광역시,울주군,구영리,129.250380682939,35.581619570833
36000,중개거래,2006,84.995,범서읍 구영리,3171025927,구영지구푸르지오1단지,6,2022,10,10,울산광역시,울주군,구영리,129.250380682939,35.581619570833
18000,중개거래,1994,79.32,범서읍 구영리,3171025927,한신,5,2022,10,11,울산광역시,울주군,구영리,129.250380682939,35.581619570833
34000,중개거래,2007,69.7496,범서읍 구영리,3171025927,동문굿모닝힐,18,2022,10,13,울산광역시,울주군,구영리,129.250380682939,35.581619570833
13600,중개거래,1991,58.62,범서읍 구영리,3171025927,구영현대아이파크,6,2022,10,15,울산광역시,울주군,구영리,129.250380682939,35.581619570833
35500,중개거래,2007,67.925,범서읍 구영리,3171025927,구영1차우미린,16,2022,10,16,울산광역시,울주군,구영리,129.250380682939,35.581619570833
47700,중개거래,2007,83.3113,범서읍 구영리,3171025927,구영1차우미린,6,2022,10,16,울산광역시,울주군,구영리,129.250380682939,35.581619570833
40500,중개거래,2007,74.9978,범서읍 구영리,3171025927,구영2차우미린,8,2022,10,23,울산광역시,울주군,구영리,129.250380682939,35.581619570833
29000,중개거래,2006,66.695,범서읍 구영리,3171025927,구영지구푸르지오1단지,12,2022,10,24,울산광역시,울주군,구영리,129.250380682939,35.581619570833
12300,중개거래,1998,59.84,청량읍 덕하리,3171026221,덕정유림,19,2022,10,11,울산광역시,울주군,덕하리,129.287017194448,35.4866994777869
11300,중개거래,1998,59.84,청량읍 덕하리,3171026221,덕정유림,10,2022,10,11,울산광역시,울주군,덕하리,129.287017194448,35.4866994777869
9800,중개거래,1998,59.84,청량읍 덕하리,3171026221,덕정유림,1,2022,10,14,울산광역시,울주군,덕하리,129.287017194448,35.4866994777869
13000,중개거래,1998,59.84,청량읍 덕하리,3171026221,덕정유림,14,2022,10,27,울산광역시,울주군,덕하리,129.287017194448,35.4866994777869
30000,직거래,2017,59.9126,청량읍 상남리,3171026223,덕하상남지구골드클래스,6,2022,10,18,울산광역시,울주군,상남리,129.308668095613,35.4799290311011
34400,중개거래,2017,74.9578,청량읍 상남리,3171026223,덕하상남지구골드클래스,20,2022,10,25,울산광역시,울주군,상남리,129.308668095613,35.4799290311011
34000,중개거래,2019,74.8854,청량읍 상남리,3171026223,울산덕하신일해피트리,7,2022,10,28,울산광역시,울주군,상남리,129.308668095613,35.4799290311011
30800,중개거래,2019,74.8854,청량읍 상남리,3171026223,울산덕하신일해피트리,2,2022,10,29,울산광역시,울주군,상남리,129.308668095613,35.4799290311011
11300,중개거래,1999,59.94,청량읍 삼정리,3171026227,쌍용하나빌리지,1,2022,10,22,울산광역시,울주군,삼정리,129.247773462374,35.4977456129948
12700,중개거래,1999,59.94,청량읍 삼정리,3171026227,쌍용하나빌리지,4,2022,10,25,울산광역시,울주군,삼정리,129.247773462374,35.4977456129948
27000,중개거래,2008,84.8876,삼남읍 교동리,3171026521,울산교동리슈빌,16,2022,10,5,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
8000,중개거래,2015,45.2457,삼남읍 교동리,3171026521,경동우신알프스타운,14,2022,10,7,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
7000,직거래,2015,45.2674,삼남읍 교동리,3171026521,경동우신알프스타운,2,2022,10,7,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
7000,직거래,2015,44.6985,삼남읍 교동리,3171026521,경동우신알프스타운,5,2022,10,7,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
9500,중개거래,2015,54.5389,삼남읍 교동리,3171026521,경동우신알프스타운,15,2022,10,9,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
12300,중개거래,2015,54.0116,삼남읍 교동리,3171026521,경동우신알프스타운,17,2022,10,13,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
9300,중개거래,2015,54.5389,삼남읍 교동리,3171026521,경동우신알프스타운,7,2022,10,14,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
6500,중개거래,2015,44.5733,삼남읍 교동리,3171026521,경동우신알프스타운,2,2022,10,14,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
8000,중개거래,2015,45.1894,삼남읍 교동리,3171026521,경동우신알프스타운,14,2022,10,14,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
9400,중개거래,2015,54.1245,삼남읍 교동리,3171026521,경동우신알프스타운,14,2022,10,14,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
8000,중개거래,2015,44.6296,삼남읍 교동리,3171026521,경동우신알프스타운,12,2022,10,16,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
8000,중개거래,1990,73.21,삼남읍 교동리,3171026521,언양올림푸스,6,2022,10,20,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
9400,중개거래,1993,59.85,삼남읍 교동리,3171026521,대진그린피아,11,2022,10,21,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
7700,직거래,2015,44.6296,삼남읍 교동리,3171026521,경동우신알프스타운,12,2022,10,21,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
13300,중개거래,1993,73.45,삼남읍 교동리,3171026521,대진그린피아,5,2022,10,23,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
8000,중개거래,2015,44.6296,삼남읍 교동리,3171026521,경동우신알프스타운,12,2022,10,24,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
10000,중개거래,2015,54.1245,삼남읍 교동리,3171026521,경동우신알프스타운,5,2022,10,26,울산광역시,울주군,교동리,129.11896938571,35.5496238152564
9900,직거래,1993,59.94,서생면 진하리,3171031028,진하비치,15,2022,10,5,울산광역시,울주군,진하리,129.344979466308,35.3808713763187
10700,중개거래,1993,59.94,서생면 진하리,3171031028,진하비치,15,2022,10,24,울산광역시,울주군,진하리,129.344979466308,35.3808713763187
13160,직거래,2011,84.1,서생면 진하리,3171031028,진하캐슬,10,2022,10,31,울산광역시,울주군,진하리,129.344979466308,35.3808713763187
4900,직거래,1997,49.93,웅촌면 대복리,3171034029,한솔그린빌,6,2022,10,4,울산광역시,울주군,대복리,129.20677129304,35.4945524937922
7000,중개거래,1997,49.93,웅촌면 대복리,3171034029,한솔그린빌,1,2022,10,12,울산광역시,울주군,대복리,129.20677129304,35.4945524937922
6300,직거래,1997,49.93,웅촌면 대복리,3171034029,한솔그린빌,4,2022,10,16,울산광역시,울주군,대복리,129.20677129304,35.4945524937922
5500,중개거래,1997,49.93,웅촌면 대복리,3171034029,한솔그린빌,7,2022,10,19,울산광역시,울주군,대복리,129.20677129304,35.4945524937922
7600,중개거래,1997,49.93,웅촌면 대복리,3171034029,한솔그린빌,13,2022,10,30,울산광역시,울주군,대복리,129.20677129304,35.4945524937922
7650,중개거래,1991,59.73,상북면 천전리,3171038028,경동청구타운,5,2022,10,31,울산광역시,울주군,천전리,129.101615296201,35.5673982302159
8200,중개거래,1993,74.04,상북면 궁근정리,3171038030,진우훼밀리아,11,2022,10,11,울산광역시,울주군,궁근정리,129.074671240011,35.6245336502857
2800,직거래,1992,59.74,상북면 궁근정리,3171038030,삼진금탑,3,2022,10,29,울산광역시,울주군,궁근정리,129.074671240011,35.6245336502857
40000,중개거래,2019,59.9, 반곡동,3611010100,수루배마을4단지(세종더샵예미지),11,2022,10,9,세종특별자치시,,,127.310686222061,36.4987729615701
70500,중개거래,2019,84.454, 반곡동,3611010100,수루배마을1단지,12,2022,10,10,세종특별자치시,,,127.310686222061,36.4987729615701
37000,중개거래,2019,59.51, 반곡동,3611010100,수루배마을6단지,9,2022,10,11,세종특별자치시,,,127.310686222061,36.4987729615701
76500,중개거래,2019,102.85, 반곡동,3611010100,수루배마을4단지(세종더샵예미지),6,2022,10,22,세종특별자치시,,,127.310686222061,36.4987729615701
47500,중개거래,2019,75.42, 반곡동,3611010100,수루배마을6단지,8,2022,10,27,세종특별자치시,,,127.310686222061,36.4987729615701
59900,중개거래,2019,84.454, 반곡동,3611010100,수루배마을1단지,5,2022,10,29,세종특별자치시,,,127.310686222061,36.4987729615701
110000,중개거래,2019,96.53, 반곡동,3611010100,수루배마을1단지,8,2022,10,29,세종특별자치시,,,127.310686222061,36.4987729615701
59900,중개거래,2019,84.454, 반곡동,3611010100,수루배마을1단지,5,2022,10,29,세종특별자치시,,,127.310686222061,36.4987729615701
35800,중개거래,2017,59.4544, 소담동,3611010200,새샘마을5단지(한양수자인엘시티),1,2022,10,3,세종특별자치시,,,127.300409935756,36.4840852051253
38000,중개거래,2017,59.92, 소담동,3611010200,새샘마을6단지(한신더휴펜타힐스),17,2022,10,6,세종특별자치시,,,127.300409935756,36.4840852051253
52000,중개거래,2016,84.9787, 소담동,3611010200,새샘마을2단지(한양수자인),8,2022,10,12,세종특별자치시,,,127.300409935756,36.4840852051253
34000,중개거래,2017,59.4544, 소담동,3611010200,새샘마을5단지(한양수자인엘시티),2,2022,10,12,세종특별자치시,,,127.300409935756,36.4840852051253
40200,중개거래,2016,59.9734, 소담동,3611010200,새샘마을2단지(한양수자인),15,2022,10,16,세종특별자치시,,,127.300409935756,36.4840852051253
40000,중개거래,2017,59.95, 소담동,3611010200,새샘마을6단지(한신더휴펜타힐스),25,2022,10,18,세종특별자치시,,,127.300409935756,36.4840852051253
70000,중개거래,2020,84.7379, 소담동,3611010200,새샘마을7단지,20,2022,10,18,세종특별자치시,,,127.300409935756,36.4840852051253
42000,중개거래,2016,59.9991, 소담동,3611010200,새샘마을2단지(한양수자인),19,2022,10,22,세종특별자치시,,,127.300409935756,36.4840852051253
32500,중개거래,2017,59.4544, 소담동,3611010200,새샘마을5단지(한양수자인엘시티),2,2022,10,22,세종특별자치시,,,127.300409935756,36.4840852051253
59500,중개거래,2016,84.9989, 소담동,3611010200,새샘마을3단지(모아미래도리버시티),10,2022,10,22,세종특별자치시,,,127.300409935756,36.4840852051253
58000,중개거래,2018,84.9917, 소담동,3611010200,새샘마을1단지,13,2022,10,23,세종특별자치시,,,127.300409935756,36.4840852051253
59000,중개거래,2020,84.8645, 소담동,3611010200,새샘마을7단지,14,2022,10,25,세종특별자치시,,,127.300409935756,36.4840852051253
36500,중개거래,2017,59.5, 소담동,3611010200,새샘마을6단지(한신더휴펜타힐스),6,2022,10,26,세종특별자치시,,,127.300409935756,36.4840852051253
52500,중개거래,2017,84.6347, 소담동,3611010200,새샘마을5단지(한양수자인엘시티),4,2022,10,28,세종특별자치시,,,127.300409935756,36.4840852051253
72000,중개거래,2017,101.65, 보람동,3611010300,호려울마을6단지(모아엘가),12,2022,10,3,세종특별자치시,,,127.290676321154,36.4786266695468
62500,중개거래,2017,80.8021, 보람동,3611010300,호려울마을 4단지 센트럴파크,3,2022,10,6,세종특별자치시,,,127.290676321154,36.4786266695468
52000,중개거래,2016,84.8974, 보람동,3611010300,호려울마을9단지(한양수자인와이즈시티),4,2022,10,8,세종특별자치시,,,127.290676321154,36.4786266695468
50500,중개거래,2016,84.8974, 보람동,3611010300,호려울마을9단지(한양수자인와이즈시티),8,2022,10,14,세종특별자치시,,,127.290676321154,36.4786266695468
59300,중개거래,2017,84.9895, 보람동,3611010300,호려울마을8단지(중흥에코시티),14,2022,10,14,세종특별자치시,,,127.290676321154,36.4786266695468
47000,중개거래,2017,59.9883, 보람동,3611010300,호려울마을1단지(대방노블랜드),9,2022,10,22,세종특별자치시,,,127.290676321154,36.4786266695468
55000,중개거래,2017,84.9895, 보람동,3611010300,호려울마을8단지(중흥에코시티),20,2022,10,28,세종특별자치시,,,127.290676321154,36.4786266695468
57000,중개거래,2017,59.9562, 보람동,3611010300,호려울마을1단지(대방노블랜드),10,2022,10,30,세종특별자치시,,,127.290676321154,36.4786266695468
75000,중개거래,2018,99.1844, 대평동,3611010400,해들마을6단지,5,2022,10,1,세종특별자치시,,,127.274841285487,36.4701788762716
75000,중개거래,2018,99.1844, 대평동,3611010400,해들마을6단지,5,2022,10,1,세종특별자치시,,,127.274841285487,36.4701788762716
86500,중개거래,2018,99.2501, 대평동,3611010400,해들마을6단지,6,2022,10,5,세종특별자치시,,,127.274841285487,36.4701788762716
78000,중개거래,2018,99.1844, 대평동,3611010400,해들마을6단지,13,2022,10,15,세종특별자치시,,,127.274841285487,36.4701788762716
76000,중개거래,2018,99.0725, 대평동,3611010400,해들마을6단지,10,2022,10,15,세종특별자치시,,,127.274841285487,36.4701788762716
44000,중개거래,2012,84.7, 한솔동,3611010600,첫마을4단지(대우푸르지오),3,2022,10,7,세종특별자치시,,,127.254528972726,36.4793724963467
60000,중개거래,2012,101.46, 한솔동,3611010600,첫마을6단지(힐스테이트),25,2022,10,15,세종특별자치시,,,127.254528972726,36.4793724963467
52500,중개거래,2012,101.7, 한솔동,3611010600,첫마을6단지(힐스테이트),19,2022,10,24,세종특별자치시,,,127.254528972726,36.4793724963467
28100,직거래,2011,49.62, 한솔동,3611010600,첫마을2단지(퍼스트프라임),4,2022,10,27,세종특별자치시,,,127.254528972726,36.4793724963467
12000,직거래,2015,24.385, 나성동,3611010700,세종마루(CB5-3BL),3,2022,10,3,세종특별자치시,,,127.265682609904,36.4856959426458
14000,중개거래,2018,28.127, 나성동,3611010700,세종마루투,5,2022,10,4,세종특별자치시,,,127.265682609904,36.4856959426458
15000,중개거래,2014,35.1933, 나성동,3611010700,에스알파크,4,2022,10,7,세종특별자치시,,,127.265682609904,36.4856959426458
12000,중개거래,2015,24.385, 나성동,3611010700,세종마루(CB5-3BL),6,2022,10,16,세종특별자치시,,,127.265682609904,36.4856959426458
65000,중개거래,2017,84.9518, 새롬동,3611010800,새뜸마을4단지(캐슬파밀리에),16,2022,10,2,세종특별자치시,,,127.251985107183,36.4849939143308
63500,중개거래,2017,84.9645, 새롬동,3611010800,새뜸마을1단지(메이저시티),12,2022,10,4,세종특별자치시,,,127.251985107183,36.4849939143308
119000,중개거래,2017,101.8063, 새롬동,3611010800,새뜸마을6단지(메이저시티),10,2022,10,5,세종특별자치시,,,127.251985107183,36.4849939143308
44000,중개거래,2017,59.9602, 새롬동,3611010800,새뜸마을5단지(메이저시티),8,2022,10,6,세종특별자치시,,,127.251985107183,36.4849939143308
57000,직거래,2017,59.9331, 새롬동,3611010800,새뜸마을10단지(더샵힐스테이트),24,2022,10,8,세종특별자치시,,,127.251985107183,36.4849939143308
55000,중개거래,2017,59.9331, 새롬동,3611010800,새뜸마을10단지(더샵힐스테이트),13,2022,10,8,세종특별자치시,,,127.251985107183,36.4849939143308
72000,중개거래,2017,84.9434, 새롬동,3611010800,새뜸마을3단지(캐슬파밀리에),14,2022,10,10,세종특별자치시,,,127.251985107183,36.4849939143308
57000,중개거래,2019,69.961, 새롬동,3611010800,새뜸마을13단지,14,2022,10,10,세종특별자치시,,,127.251985107183,36.4849939143308
77000,중개거래,2019,84.934, 새롬동,3611010800,새뜸마을13단지,4,2022,10,11,세종특별자치시,,,127.251985107183,36.4849939143308
62500,중개거래,2017,84.9645, 새롬동,3611010800,새뜸마을1단지(메이저시티),2,2022,10,12,세종특별자치시,,,127.251985107183,36.4849939143308
70000,중개거래,2017,84.9735, 새롬동,3611010800,새뜸마을11단지(더샵힐스테이트),6,2022,10,12,세종특별자치시,,,127.251985107183,36.4849939143308
37500,중개거래,2017,59.9539, 새롬동,3611010800,새뜸마을2단지(메이저시티),4,2022,10,12,세종특별자치시,,,127.251985107183,36.4849939143308
41000,중개거래,2017,59.9602, 새롬동,3611010800,새뜸마을5단지(메이저시티),3,2022,10,17,세종특별자치시,,,127.251985107183,36.4849939143308
44000,중개거래,2017,59.9602, 새롬동,3611010800,새뜸마을5단지(메이저시티),18,2022,10,18,세종특별자치시,,,127.251985107183,36.4849939143308
45000,중개거래,2017,59.9283, 새롬동,3611010800,새뜸마을12단지(금성백조예미지),4,2022,10,19,세종특별자치시,,,127.251985107183,36.4849939143308
34000,중개거래,2017,59.9602, 새롬동,3611010800,새뜸마을2단지(메이저시티),1,2022,10,25,세종특별자치시,,,127.251985107183,36.4849939143308
42500,중개거래,2017,59.9604, 새롬동,3611010800,새뜸마을10단지(더샵힐스테이트),1,2022,10,28,세종특별자치시,,,127.251985107183,36.4849939143308
50000,중개거래,2017,84.9434, 새롬동,3611010800,새뜸마을4단지(캐슬파밀리에),1,2022,10,29,세종특별자치시,,,127.251985107183,36.4849939143308
39500,중개거래,2017,59.9602, 새롬동,3611010800,새뜸마을2단지(메이저시티),8,2022,10,31,세종특별자치시,,,127.251985107183,36.4849939143308
66000,중개거래,2019,84.99, 다정동,3611010900,가온마을4단지,21,2022,10,1,세종특별자치시,,,127.250412851526,36.4943980971976
61000,중개거래,2018,97.5713, 다정동,3611010900,가온마을3단지,10,2022,10,1,세종특별자치시,,,127.250412851526,36.4943980971976
56000,중개거래,2018,84.9572, 다정동,3611010900,가온마을3단지,21,2022,10,1,세종특별자치시,,,127.250412851526,36.4943980971976
45000,중개거래,2018,59.1683, 다정동,3611010900,가온마을12단지,5,2022,10,2,세종특별자치시,,,127.250412851526,36.4943980971976
78000,중개거래,2018,108.9858, 다정동,3611010900,가온마을6단지,7,2022,10,2,세종특별자치시,,,127.250412851526,36.4943980971976
62000,중개거래,2018,84.9864, 다정동,3611010900,가온마을5단지(중흥에스클래스센텀시티),7,2022,10,2,세종특별자치시,,,127.250412851526,36.4943980971976
