거래금액,거래유형,건축년도,전용면적,법정동,법정동코드,아파트,층,년,월,일,시도명,시군구명,동리명,lon,lat
13400,중개거래,2013,17.811, 숭인동,1111017500,종로중흥S클래스,14,2022,10,5,서울특별시,종로구,,127.019597569646,37.5745280159937
12350,중개거래,2014,15.09, 숭인동,1111017500,삼전솔하임4차,17,2022,10,10,서울특별시,종로구,,127.019597569646,37.5745280159937
13500,중개거래,2012,16.67, 숭인동,1111017500,삼전솔하임2차,5,2022,10,13,서울특별시,종로구,,127.019597569646,37.5745280159937
12500,중개거래,2014,15.09, 숭인동,1111017500,삼전솔하임4차,17,2022,10,13,서울특별시,종로구,,127.019597569646,37.5745280159937
185000,중개거래,2010,139.8, 회현동2가,1114012200,쌍용남산플래티넘,7,2022,10,21,서울특별시,중구,,126.982919122029,37.5587537703497
20000,중개거래,2020,14.54, 오장동,1114015400,오렌지카운티을지로,9,2022,10,19,서울특별시,중구,,127.000692708562,37.5649106130902
325000,중개거래,2008,201.85, 신당동,1114016200,남산FORESTHOUSE,1,2022,10,14,서울특별시,중구,,127.014442188261,37.5620157313145
15100,중개거래,2014,18.08, 신당동,1114016200,신당아르브,4,2022,10,24,서울특별시,중구,,127.014442188261,37.5620157313145
27500,중개거래,2016,23.42, 흥인동,1114016300,동대문솔하임,19,2022,10,7,서울특별시,중구,,127.016358403205,37.5672917152733
27500,중개거래,2016,23.42, 흥인동,1114016300,동대문솔하임,19,2022,10,7,서울특별시,중구,,127.016358403205,37.5672917152733
14000,중개거래,2014,15.55, 흥인동,1114016300,동대문와이즈캐슬,8,2022,10,14,서울특별시,중구,,127.016358403205,37.5672917152733
24000,중개거래,2014,22.07, 흥인동,1114016300,동대문와이즈캐슬,15,2022,10,20,서울특별시,중구,,127.016358403205,37.5672917152733
15500,중개거래,2014,15.97, 황학동,1114016500,DUO302,9,2022,10,7,서울특별시,중구,,127.021415848975,37.5674999372119
15000,중개거래,2014,15.97, 황학동,1114016500,DUO302,12,2022,10,19,서울특별시,중구,,127.021415848975,37.5674999372119
94500,중개거래,2008,84.89, 황학동,1114016500,롯데캐슬,26,2022,10,20,서울특별시,중구,,127.021415848975,37.5674999372119
48000,중개거래,2020,32.0134, 정동,1114016700,삼정아트테라스정동,2,2022,10,17,서울특별시,중구,,126.973133171996,37.5665870147753
107000,중개거래,1980,63.44, 후암동,1117010100,후암미주,2,2022,10,22,서울특별시,용산구,,126.978150463736,37.5486798277288
49500,중개거래,2003,65.3, 청파동3가,1117011100,한울글로리A,2,2022,10,5,서울특별시,용산구,,126.966972344614,37.5432460079142
18000,중개거래,2013,13.01, 문배동,1117012200,용산큐브,17,2022,10,18,서울특별시,용산구,,126.969405422634,37.5371018437134
160000,중개거래,2005,99.85, 한강로1가,1117012400,용산파크자이,6,2022,10,31,서울특별시,용산구,,126.973054361529,37.5339780623764
320000,중개거래,2002,137.37, 이촌동,1117012900,이촌동삼성리버스위트,6,2022,10,9,서울특별시,용산구,,126.972097769518,37.5141954312251
180000,중개거래,2000,84.98, 이촌동,1117012900,한강(대우),8,2022,10,29,서울특별시,용산구,,126.972097769518,37.5141954312251
355000,중개거래,2002,197.22, 한남동,1117013100,현대하이페리온,12,2022,10,5,서울특별시,용산구,,127.000552132438,37.53462985578
120000,직거래,1970,59.5, 한남동,1117013100,시범,5,2022,10,7,서울특별시,용산구,,127.000552132438,37.53462985578
53000,중개거래,1974,48.69, 한남동,1117013100,한성1,1,2022,10,11,서울특별시,용산구,,127.000552132438,37.53462985578
25000,중개거래,2019,19.42, 상왕십리동,1120010100,센트럴큐브,8,2022,10,4,서울특별시,성동구,,127.024784739728,37.5684327095864
83500,중개거래,2004,59.936, 하왕십리동,1120010200,왕십리풍림아이원,15,2022,10,12,서울특별시,성동구,,127.028703243306,37.5619122139371
87500,중개거래,2004,59.936, 하왕십리동,1120010200,왕십리풍림아이원,6,2022,10,15,서울특별시,성동구,,127.028703243306,37.5619122139371
37000,중개거래,2014,36.85, 하왕십리동,1120010200,블루빌,3,2022,10,26,서울특별시,성동구,,127.028703243306,37.5619122139371
100000,중개거래,2006,84.97, 마장동,1120010500,금호어울림,21,2022,10,24,서울특별시,성동구,,127.045325760782,37.5663795479871
103000,중개거래,2003,137.86, 행당동,1120010700,다울아크로빌,1,2022,10,2,서울특별시,성동구,,127.037031736958,37.5583059078881
112500,중개거래,2000,84.87, 행당동,1120010700,대림e-편한세상,6,2022,10,3,서울특별시,성동구,,127.037031736958,37.5583059078881
159750,중개거래,2009,114.99, 행당동,1120010700,두산위브,14,2022,10,4,서울특별시,성동구,,127.037031736958,37.5583059078881
145300,중개거래,2000,114.62, 행당동,1120010700,행당한진타운,16,2022,10,14,서울특별시,성동구,,127.037031736958,37.5583059078881
101800,중개거래,2001,59.76, 응봉동,1120010800,대림강변타운,20,2022,10,14,서울특별시,성동구,,127.033416807797,37.5531604882762
122000,중개거래,2001,84.42, 응봉동,1120010800,대림강변타운,9,2022,10,20,서울특별시,성동구,,127.033416807797,37.5531604882762
136000,중개거래,2019,59.949, 금호동1가,1120010900,이편한세상금호파크힐스,4,2022,10,14,서울특별시,성동구,,127.02279294328,37.554885724907
130000,직거래,1994,84.99, 금호동3가,1120011100,두산,13,2022,10,4,서울특별시,성동구,,127.020166005976,37.5499307132641
140000,중개거래,2005,130.92, 금호동3가,1120011100,금호한신,9,2022,10,14,서울특별시,성동구,,127.020166005976,37.5499307132641
145000,중개거래,2001,84.71, 금호동4가,1120011200,대우,7,2022,10,12,서울특별시,성동구,,127.026161935006,37.5447325755774
120000,중개거래,1999,84.75, 성수동2가,1120011500,우방2,11,2022,10,13,서울특별시,성동구,,127.057019282187,37.5409627375216
39000,중개거래,2003,75.32, 중곡동,1121510100,에이탑,2,2022,10,4,서울특별시,광진구,,127.090401426965,37.5617477458585
111000,중개거래,1997,59.82, 구의동,1121510300,현대프라임,16,2022,10,6,서울특별시,광진구,,127.093135225891,37.5502741239803
160000,직거래,2021,115.9468, 구의동,1121510300,e편한세상광진그랜드파크,24,2022,10,23,서울특별시,광진구,,127.093135225891,37.5502741239803
270000,중개거래,1978,226.45, 광장동,1121510400,워커힐,7,2022,10,27,서울특별시,광진구,,127.103025712709,37.5468565308905
95000,직거래,2002,163.79, 광장동,1121510400,광장동현대Ⅰ빌라트,1,2022,10,28,서울특별시,광진구,,127.103025712709,37.5468565308905
188000,중개거래,2007,139.54, 자양동,1121510500,더샵스타시티,4,2022,10,11,서울특별시,광진구,,127.073018338792,37.5311077958689
80000,중개거래,2003,69.09, 자양동,1121510500,청정(A),7,2022,10,17,서울특별시,광진구,,127.073018338792,37.5311077958689
130000,직거래,1989,72.34, 자양동,1121510500,우성3,1,2022,10,19,서울특별시,광진구,,127.073018338792,37.5311077958689
13000,중개거래,2014,14.73, 화양동,1121510700,광진코지웰,8,2022,10,27,서울특별시,광진구,,127.071367614735,37.5464762611364
60000,중개거래,2005,83.76, 용두동,1123010200,청재제일타운,7,2022,10,30,서울특별시,동대문구,,127.033598820976,37.5754186480422
120000,직거래,2018,84.98, 전농동,1123010400,동대문롯데캐슬노블레스,17,2022,10,11,서울특별시,동대문구,,127.053978285554,37.5793286114287
14000,중개거래,2015,18.92, 답십리동,1123010500,청계푸르지오시티,21,2022,10,1,서울특별시,동대문구,,127.056655839753,37.5690668295007
98000,중개거래,2019,59.98, 답십리동,1123010500,래미안미드카운티,5,2022,10,4,서울특별시,동대문구,,127.056655839753,37.5690668295007
15500,중개거래,2015,18.92, 답십리동,1123010500,청계푸르지오시티,20,2022,10,16,서울특별시,동대문구,,127.056655839753,37.5690668295007
13125,직거래,2016,14.21, 답십리동,1123010500,현대썬앤빌청계,9,2022,10,20,서울특별시,동대문구,,127.056655839753,37.5690668295007
37900,중개거래,2015,53.79, 장안동,1123010600,청솔아파트B동,8,2022,10,6,서울특별시,동대문구,,127.071439570463,37.5696967138507
32000,직거래,2016,47.72, 장안동,1123010600,가우디트윈캐슬2,13,2022,10,6,서울특별시,동대문구,,127.071439570463,37.5696967138507
74000,중개거래,2002,100.7, 장안동,1123010600,장안삼성쉐르빌,10,2022,10,8,서울특별시,동대문구,,127.071439570463,37.5696967138507
12500,직거래,2013,12.6512, 장안동,1123010600,장안푸르미에,3,2022,10,13,서울특별시,동대문구,,127.071439570463,37.5696967138507
25700,중개거래,2012,39.24, 장안동,1123010600,태솔타워,7,2022,10,15,서울특별시,동대문구,,127.071439570463,37.5696967138507
88000,중개거래,1987,76.63, 청량리동,1123010700,현대,10,2022,10,8,서울특별시,동대문구,,127.047289719403,37.5862511095438
45000,중개거래,2001,39.97, 휘경동,1123010900,주공2,2,2022,10,15,서울특별시,동대문구,,127.065730507228,37.5908553624268
120000,중개거래,2011,114.99, 휘경동,1123010900,휘경센트레빌,10,2022,10,18,서울특별시,동대문구,,127.065730507228,37.5908553624268
114800,중개거래,2004,114.5, 이문동,1123011000,래미안이문2차,11,2022,10,4,서울특별시,동대문구,,127.066373060068,37.6004055110663
66000,중개거래,2000,59.99, 이문동,1123011000,쌍용,22,2022,10,10,서울특별시,동대문구,,127.066373060068,37.6004055110663
80000,중개거래,2001,114.521, 이문동,1123011000,대우,16,2022,10,17,서울특별시,동대문구,,127.066373060068,37.6004055110663
9000,직거래,2013,13.263, 이문동,1123011000,주성아우라,13,2022,10,18,서울특별시,동대문구,,127.066373060068,37.6004055110663
23000,직거래,2022,18.24, 이문동,1123011000,민족통일MJ캠퍼스외대3차,12,2022,10,18,서울특별시,동대문구,,127.066373060068,37.6004055110663
72000,직거래,2000,114.35, 이문동,1123011000,쌍용,14,2022,10,26,서울특별시,동대문구,,127.066373060068,37.6004055110663
7000,중개거래,2013,14.26, 이문동,1123011000,투니온,11,2022,10,27,서울특별시,동대문구,,127.066373060068,37.6004055110663
63000,중개거래,2000,59.99, 이문동,1123011000,쌍용,13,2022,10,28,서울특별시,동대문구,,127.066373060068,37.6004055110663
45500,중개거래,1990,59.22, 면목동,1126010100,용마한신,10,2022,10,3,서울특별시,중랑구,,127.087661590766,37.5803715762431
38000,중개거래,1990,35.44, 면목동,1126010100,용마한신,6,2022,10,8,서울특별시,중랑구,,127.087661590766,37.5803715762431
8650,중개거래,2013,14.43, 면목동,1126010100,신영,6,2022,10,9,서울특별시,중랑구,,127.087661590766,37.5803715762431
115000,중개거래,2020,84.956, 면목동,1126010100,사가정센트럴아이파크,7,2022,10,15,서울특별시,중랑구,,127.087661590766,37.5803715762431
111000,중개거래,2020,84.9731, 면목동,1126010100,쌍용더플래티넘용마산,4,2022,10,16,서울특별시,중랑구,,127.087661590766,37.5803715762431
120000,중개거래,2020,84.87, 면목동,1126010100,사가정센트럴아이파크,12,2022,10,18,서울특별시,중랑구,,127.087661590766,37.5803715762431
13600,직거래,2014,14.855, 상봉동,1126010200,포시티,5,2022,10,13,서울특별시,중랑구,,127.088754299651,37.596768819552
10500,중개거래,2014,14.855, 상봉동,1126010200,포시티,5,2022,10,20,서울특별시,중랑구,,127.088754299651,37.596768819552
22000,직거래,2019,22.14, 상봉동,1126010200,상봉베스트원,9,2022,10,21,서울특별시,중랑구,,127.088754299651,37.596768819552
17300,중개거래,2018,18.45, 상봉동,1126010200,상봉어반뷰,16,2022,10,29,서울특별시,중랑구,,127.088754299651,37.596768819552
11500,중개거래,2012,17.94, 중화동,1126010300,범양프레체,8,2022,10,3,서울특별시,중랑구,,127.077320262185,37.5994618167452
12500,중개거래,2013,14.95, 묵동,1126010400,묵동포레시타,4,2022,10,1,서울특별시,중랑구,,127.079182031593,37.6123807746798
51000,중개거래,1996,59.76, 묵동,1126010400,신내,1,2022,10,8,서울특별시,중랑구,,127.079182031593,37.6123807746798
33000,중개거래,1975,48.13, 묵동,1126010400,우성,4,2022,10,8,서울특별시,중랑구,,127.079182031593,37.6123807746798
54000,중개거래,2000,84.23, 망우동,1126010500,백림금호,11,2022,10,8,서울특별시,중랑구,,127.103962394815,37.5955130359785
10500,중개거래,2013,12.0156, 망우동,1126010500,더하이어,15,2022,10,14,서울특별시,중랑구,,127.103962394815,37.5955130359785
10000,중개거래,2013,12.0156, 망우동,1126010500,더하이어,5,2022,10,14,서울특별시,중랑구,,127.103962394815,37.5955130359785
50000,직거래,2002,83.61, 망우동,1126010500,문수해오름,5,2022,10,31,서울특별시,중랑구,,127.103962394815,37.5955130359785
58000,중개거래,1996,84.97, 신내동,1126010600,중앙하이츠,1,2022,10,14,서울특별시,중랑구,,127.09936528756,37.6058747809887
60000,중개거래,1996,84.97, 신내동,1126010600,중앙하이츠,9,2022,10,18,서울특별시,중랑구,,127.09936528756,37.6058747809887
38300,중개거래,1996,39.76, 신내동,1126010600,신내11대명,11,2022,10,24,서울특별시,중랑구,,127.09936528756,37.6058747809887
87000,중개거래,1998,84.87, 돈암동,1129010300,한신,7,2022,10,3,서울특별시,성북구,,127.00991034218,37.5962791991149
109300,중개거래,2003,115.51, 돈암동,1129010300,동부센트레빌,18,2022,10,7,서울특별시,성북구,,127.00991034218,37.5962791991149
75000,중개거래,2006,84.817, 돈암동,1129010300,돈암동더샵아파트,9,2022,10,7,서울특별시,성북구,,127.00991034218,37.5962791991149
73000,중개거래,1998,84.87, 돈암동,1129010300,한진(609-1),20,2022,10,18,서울특별시,성북구,,127.00991034218,37.5962791991149
100000,중개거래,2006,84.958, 동소문동5가,1129010800,돈암동일하이빌,9,2022,10,27,서울특별시,성북구,,127.01537185184,37.5916367047087
89500,중개거래,2008,84.83, 삼선동2가,1129011200,삼선푸르지오,12,2022,10,22,서울특별시,성북구,,127.011439305713,37.583369642001
102000,중개거래,2017,59.81, 보문동6가,1129012800,보문파크뷰자이,11,2022,10,28,서울특별시,성북구,,127.018842854522,37.5803846015947
19300,직거래,2022,12.85, 정릉동,1129013300,갤럭시더정릉,10,2022,10,3,서울특별시,성북구,,126.995482832879,37.6185808255471
19300,직거래,2022,12.33, 정릉동,1129013300,갤럭시더정릉,9,2022,10,5,서울특별시,성북구,,126.995482832879,37.6185808255471
19300,직거래,2022,12.85, 정릉동,1129013300,갤럭시더정릉,9,2022,10,5,서울특별시,성북구,,126.995482832879,37.6185808255471
69000,중개거래,2001,84.83, 정릉동,1129013300,대우,10,2022,10,7,서울특별시,성북구,,126.995482832879,37.6185808255471
18800,직거래,2022,12.85, 정릉동,1129013300,갤럭시더정릉,5,2022,10,9,서울특별시,성북구,,126.995482832879,37.6185808255471
18500,직거래,2022,12.32, 정릉동,1129013300,갤럭시더정릉,5,2022,10,9,서울특별시,성북구,,126.995482832879,37.6185808255471
35700,중개거래,2006,79.05, 정릉동,1129013300,대원아파트,1,2022,10,13,서울특별시,성북구,,126.995482832879,37.6185808255471
19300,직거래,2022,11.79, 정릉동,1129013300,갤럭시더정릉,10,2022,10,15,서울특별시,성북구,,126.995482832879,37.6185808255471
18800,직거래,2022,12.33, 정릉동,1129013300,갤럭시더정릉,5,2022,10,16,서울특별시,성북구,,126.995482832879,37.6185808255471
18800,직거래,2022,11.79, 정릉동,1129013300,갤럭시더정릉,5,2022,10,16,서울특별시,성북구,,126.995482832879,37.6185808255471
70000,중개거래,2008,114.78, 정릉동,1129013300,정릉힐스테이트3차,6,2022,10,17,서울특별시,성북구,,126.995482832879,37.6185808255471
104000,중개거래,2019,59.99, 길음동,1129013400,래미안길음센터피스,20,2022,10,5,서울특별시,성북구,,127.023343590916,37.6076658267475
82000,중개거래,2007,59.373, 길음동,1129013400,길음뉴타운6단지(래미안),16,2022,10,11,서울특별시,성북구,,127.023343590916,37.6076658267475
76000,중개거래,2010,59.99, 길음동,1129013400,길음뉴타운8단지(래미안),1,2022,10,13,서울특별시,성북구,,127.023343590916,37.6076658267475
73700,중개거래,2003,84.844, 길음동,1129013400,길음동동부센트레빌(1278-0),3,2022,10,15,서울특별시,성북구,,127.023343590916,37.6076658267475
100000,중개거래,2019,59.99, 길음동,1129013400,래미안길음센터피스,14,2022,10,15,서울특별시,성북구,,127.023343590916,37.6076658267475
75000,중개거래,2010,59.99, 길음동,1129013400,길음뉴타운8단지(래미안),14,2022,10,15,서울특별시,성북구,,127.023343590916,37.6076658267475
54500,직거래,2005,59.99, 길음동,1129013400,길음뉴타운3단지푸르지오,16,2022,10,19,서울특별시,성북구,,127.023343590916,37.6076658267475
69000,중개거래,2003,84.844, 길음동,1129013400,길음동동부센트레빌(1278-0),23,2022,10,25,서울특별시,성북구,,127.023343590916,37.6076658267475
73000,중개거래,2008,84.98, 종암동,1129013500,우림카이저팰리스,22,2022,10,25,서울특별시,성북구,,127.035212918853,37.5990602270307
70500,중개거래,2007,59.98, 하월곡동,1129013600,월곡래미안루나밸리,2,2022,10,1,서울특별시,성북구,,127.037812638789,37.6075035036309
73000,중개거래,2003,84.647, 하월곡동,1129013600,월곡두산위브,17,2022,10,11,서울특별시,성북구,,127.037812638789,37.6075035036309
100000,중개거래,2007,114.93, 하월곡동,1129013600,월곡래미안루나밸리,19,2022,10,27,서울특별시,성북구,,127.037812638789,37.6075035036309
72000,중개거래,2003,84.97, 상월곡동,1129013700,동아에코빌,5,2022,10,23,서울특별시,성북구,,127.045527017386,37.6069133345459
92000,중개거래,2021,84.97, 장위동,1129013800,래미안포레카운티,15,2022,10,4,서울특별시,성북구,,127.04956549458,37.6170568426304
80000,중개거래,2021,59.92, 장위동,1129013800,래미안포레카운티,18,2022,10,5,서울특별시,성북구,,127.04956549458,37.6170568426304
95000,중개거래,2020,84.94, 장위동,1129013800,래미안장위퍼스트하이,8,2022,10,7,서울특별시,성북구,,127.04956549458,37.6170568426304
78500,중개거래,2021,59.92, 장위동,1129013800,래미안포레카운티,17,2022,10,7,서울특별시,성북구,,127.04956549458,37.6170568426304
68000,중개거래,2008,59.988, 장위동,1129013800,꿈의숲대명루첸아파트,4,2022,10,15,서울특별시,성북구,,127.04956549458,37.6170568426304
94000,중개거래,2017,84.71, 장위동,1129013800,꿈의숲코오롱하늘채,3,2022,10,15,서울특별시,성북구,,127.04956549458,37.6170568426304
95000,중개거래,2021,84.97, 장위동,1129013800,래미안포레카운티,3,2022,10,19,서울특별시,성북구,,127.04956549458,37.6170568426304
91400,중개거래,2021,84.97, 장위동,1129013800,래미안포레카운티,11,2022,10,21,서울특별시,성북구,,127.04956549458,37.6170568426304
77000,중개거래,2020,59.99, 장위동,1129013800,래미안장위퍼스트하이,7,2022,10,22,서울특별시,성북구,,127.04956549458,37.6170568426304
80000,중개거래,2019,59.42, 석관동,1129013900,래미안아트리치,11,2022,10,7,서울특별시,성북구,,127.0614007785,37.6129860183722
65000,중개거래,2004,84.86, 미아동,1130510100,에스케이북한산시티,12,2022,10,7,서울특별시,강북구,,127.027060776679,37.6270831294022
68000,중개거래,2011,59.99, 미아동,1130510100,두산위브트레지움,17,2022,10,7,서울특별시,강북구,,127.027060776679,37.6270831294022
70000,직거래,2003,84.705, 미아동,1130510100,삼각산아이원,5,2022,10,18,서울특별시,강북구,,127.027060776679,37.6270831294022
58000,중개거래,2004,59.98, 미아동,1130510100,에스케이북한산시티,19,2022,10,22,서울특별시,강북구,,127.027060776679,37.6270831294022
54800,중개거래,1992,84.67, 번동,1130510200,번동한양아파트,15,2022,10,12,서울특별시,강북구,,127.04133717608,37.6241057350225
28500,중개거래,2003,65.61, 수유동,1130510300,궁전,2,2022,10,1,서울특별시,강북구,,127.022094520762,37.6424621841483
15500,중개거래,2011,30.5, 수유동,1130510300,태솔타운,8,2022,10,5,서울특별시,강북구,,127.022094520762,37.6424621841483
23000,중개거래,2003,65.82, 수유동,1130510300,파크(나),5,2022,10,11,서울특별시,강북구,,127.022094520762,37.6424621841483
28000,중개거래,2020,27.39, 수유동,1130510300,한원힐트리움수유,10,2022,10,12,서울특별시,강북구,,127.022094520762,37.6424621841483
56000,중개거래,1992,84.99, 수유동,1130510300,극동,5,2022,10,19,서울특별시,강북구,,127.022094520762,37.6424621841483
60000,중개거래,1993,84.86, 쌍문동,1132010500,한양7,15,2022,10,19,서울특별시,도봉구,,127.029190894368,37.6513191127048
50000,중개거래,1988,76.92, 쌍문동,1132010500,한양2,6,2022,10,20,서울특별시,도봉구,,127.029190894368,37.6513191127048
24800,중개거래,1988,35.1, 쌍문동,1132010500,한양2,9,2022,10,27,서울특별시,도봉구,,127.029190894368,37.6513191127048
13500,중개거래,2018,14.86, 방학동,1132010600,방학지음재힐스,11,2022,10,14,서울특별시,도봉구,,127.026875382235,37.665897548954
47000,중개거래,1986,70.62, 방학동,1132010600,신동아아파트1,10,2022,10,17,서울특별시,도봉구,,127.026875382235,37.665897548954
34700,중개거래,1991,52.36, 방학동,1132010600,벽산아파트1,10,2022,10,19,서울특별시,도봉구,,127.026875382235,37.665897548954
9000,중개거래,2013,13.6794, 방학동,1132010600,퍼스티안,5,2022,10,25,서울특별시,도봉구,,127.026875382235,37.665897548954
9500,중개거래,2013,13.09, 창동,1132010700,월가타워,13,2022,10,1,서울특별시,도봉구,,127.045432300312,37.6522582058481
66000,중개거래,1988,60.5, 창동,1132010700,주공19단지(창동리버타운),5,2022,10,4,서울특별시,도봉구,,127.045432300312,37.6522582058481
47000,중개거래,1991,49.94, 창동,1132010700,창동주공4단지,8,2022,10,6,서울특별시,도봉구,,127.045432300312,37.6522582058481
44000,직거래,1990,45.55, 창동,1132010700,창동주공2단지,6,2022,10,11,서울특별시,도봉구,,127.045432300312,37.6522582058481
147000,중개거래,2004,165.1717, 창동,1132010700,북한산아이파크5차,12,2022,10,15,서울특별시,도봉구,,127.045432300312,37.6522582058481
42000,중개거래,1991,41.3, 창동,1132010700,창동주공4단지,11,2022,10,16,서울특별시,도봉구,,127.045432300312,37.6522582058481
54500,중개거래,1995,84.94, 도봉동,1132010800,한신,8,2022,10,6,서울특별시,도봉구,,127.021495626589,37.6873960128039
54200,중개거래,1995,84.94, 도봉동,1132010800,한신,1,2022,10,24,서울특별시,도봉구,,127.021495626589,37.6873960128039
85000,중개거래,2002,75.81, 월계동,1135010200,한진한화그랑빌,14,2022,10,1,서울특별시,노원구,,127.062987742987,37.6199191869585
83000,중개거래,2005,84.491, 월계동,1135010200,풍림아이원,10,2022,10,6,서울특별시,노원구,,127.062987742987,37.6199191869585
61000,중개거래,1986,50.14, 월계동,1135010200,미성,10,2022,10,7,서울특별시,노원구,,127.062987742987,37.6199191869585
75000,중개거래,2020,84.99, 월계동,1135010200,월계센트럴아이파크,19,2022,10,28,서울특별시,노원구,,127.062987742987,37.6199191869585
85000,중개거래,1996,114.17, 공릉동,1135010300,동부아파트,8,2022,10,4,서울특별시,노원구,,127.073821318894,37.6248431089169
9000,중개거래,2012,13.0588, 공릉동,1135010300,진명비베레,3,2022,10,9,서울특별시,노원구,,127.073821318894,37.6248431089169
35000,중개거래,2001,31.32, 공릉동,1135010300,풍림아파트B,14,2022,10,12,서울특별시,노원구,,127.073821318894,37.6248431089169
70000,중개거래,2000,84.87, 공릉동,1135010300,대아2차아파트,3,2022,10,14,서울특별시,노원구,,127.073821318894,37.6248431089169
56000,중개거래,1999,49.6, 공릉동,1135010300,태강아파트(아이파크),9,2022,10,18,서울특별시,노원구,,127.073821318894,37.6248431089169
58000,중개거래,2021,59.9883, 공릉동,1135010300,화랑대디오베이션,10,2022,10,21,서울특별시,노원구,,127.073821318894,37.6248431089169
29000,중개거래,2001,31.32, 공릉동,1135010300,풍림아파트B,3,2022,10,31,서울특별시,노원구,,127.073821318894,37.6248431089169
50000,중개거래,1989,39.78, 하계동,1135010400,청솔(시영7),6,2022,10,4,서울특별시,노원구,,127.072685646642,37.6404885286244
62000,중개거래,1988,57.71, 하계동,1135010400,벽산,11,2022,10,17,서울특별시,노원구,,127.072685646642,37.6404885286244
52800,중개거래,1988,44.52, 하계동,1135010400,한신1,13,2022,10,19,서울특별시,노원구,,127.072685646642,37.6404885286244
40000,중개거래,1988,45.55, 하계동,1135010400,건영,3,2022,10,23,서울특별시,노원구,,127.072685646642,37.6404885286244
108000,중개거래,1989,122.18, 상계동,1135010500,임광,4,2022,10,4,서울특별시,노원구,,127.060252770712,37.66125057554
50000,직거래,1988,32.39, 상계동,1135010500,상계주공4(고층),10,2022,10,6,서울특별시,노원구,,127.060252770712,37.66125057554
50000,중개거래,1988,54.59, 상계동,1135010500,보람1단지,3,2022,10,6,서울특별시,노원구,,127.060252770712,37.66125057554
56000,중개거래,1995,84.99, 상계동,1135010500,현대4차,1,2022,10,7,서울특별시,노원구,,127.060252770712,37.66125057554
60000,중개거래,2004,84.569, 상계동,1135010500,우림루미아트,5,2022,10,7,서울특별시,노원구,,127.060252770712,37.66125057554
60000,중개거래,2004,84.569, 상계동,1135010500,우림루미아트,5,2022,10,7,서울특별시,노원구,,127.060252770712,37.66125057554
42200,중개거래,1998,49.77, 상계동,1135010500,은빛2단지,12,2022,10,13,서울특별시,노원구,,127.060252770712,37.66125057554
57000,중개거래,2009,59.9, 상계동,1135010500,수락리버시티4단지,4,2022,10,17,서울특별시,노원구,,127.060252770712,37.66125057554
50000,중개거래,1988,49.94, 상계동,1135010500,상계주공9(고층),3,2022,10,18,서울특별시,노원구,,127.060252770712,37.66125057554
52000,중개거래,1988,49.94, 상계동,1135010500,상계주공11(고층),15,2022,10,20,서울특별시,노원구,,127.060252770712,37.66125057554
70000,중개거래,2021,59.996, 상계동,1135010500,노원센트럴푸르지오,6,2022,10,20,서울특별시,노원구,,127.060252770712,37.66125057554
12000,직거래,2014,14.65, 상계동,1135010500,소담빌,9,2022,10,24,서울특별시,노원구,,127.060252770712,37.66125057554
50000,중개거래,1988,49.94, 상계동,1135010500,상계주공9(고층),2,2022,10,25,서울특별시,노원구,,127.060252770712,37.66125057554
62000,중개거래,2000,84.94, 상계동,1135010500,상계우방유쉘,18,2022,10,26,서울특별시,노원구,,127.060252770712,37.66125057554
79000,중개거래,1988,87.57, 상계동,1135010500,미도,12,2022,10,27,서울특별시,노원구,,127.060252770712,37.66125057554
41700,중개거래,1998,49.77, 상계동,1135010500,은빛1단지,3,2022,10,28,서울특별시,노원구,,127.060252770712,37.66125057554
40300,중개거래,1992,44.94, 중계동,1135010600,주공5,4,2022,10,6,서울특별시,노원구,,127.077488598779,37.6525550467648
59000,중개거래,1992,66.47, 중계동,1135010600,현대(3차),5,2022,10,6,서울특별시,노원구,,127.077488598779,37.6525550467648
51500,중개거래,1991,49.54, 중계동,1135010600,중계무지개,2,2022,10,12,서울특별시,노원구,,127.077488598779,37.6525550467648
109800,중개거래,1989,129.91, 중계동,1135010600,롯데(505),15,2022,10,14,서울특별시,노원구,,127.077488598779,37.6525550467648
38000,중개거래,1992,44.52, 중계동,1135010600,주공2,11,2022,10,14,서울특별시,노원구,,127.077488598779,37.6525550467648
100000,중개거래,1996,84.77, 중계동,1135010600,청구3,7,2022,10,15,서울특별시,노원구,,127.077488598779,37.6525550467648
75000,중개거래,1989,114.57, 중계동,1135010600,상아,4,2022,10,20,서울특별시,노원구,,127.077488598779,37.6525550467648
95000,직거래,1992,84.35, 중계동,1135010600,현대(3차),2,2022,10,20,서울특별시,노원구,,127.077488598779,37.6525550467648
39000,중개거래,1992,44.52, 중계동,1135010600,주공2,12,2022,10,28,서울특별시,노원구,,127.077488598779,37.6525550467648
95000,중개거래,2003,106.423, 수색동,1138010100,진흥엣세벨,3,2022,10,11,서울특별시,은평구,,126.893672224269,37.5835205268469
42500,중개거래,2019,39.51, 녹번동,1138010200,거장메카,6,2022,10,8,서울특별시,은평구,,126.929919982801,37.6022161609652
87800,중개거래,2015,84.99, 녹번동,1138010200,북한산푸르지오,17,2022,10,12,서울특별시,은평구,,126.929919982801,37.6022161609652
79000,중개거래,2004,84.9956, 불광동,1138010300,북한산현대홈타운,12,2022,10,1,서울특별시,은평구,,126.937059476367,37.6176523268171
